CIP1,CIP2,CIP3,LIBELLE,CESSION,PUBLIC,CODTVA
2264915,9100000277321,8033855.0,PARA DENK 250 SUPPO B/10,974,1305,0
2284059,9100000571891,8074506.0,PARACO DENK 1000/60 SUPPO B/10,3037,4070,0
8108530,9100000324451,3000000033913.0,PEVAGINE 150MG OVULE B/3,2369,3175,0
3585981,3400935859815,3293014.0,PHARMATEX CP GYNECO B/12,1694,2270,0
3224912,3400932249121,3224912.0,PHARMATEX OVULE B/10,2840,3805,0
3360265,3400933602659,,POLYGYNAX CAPS VAG/12,3566,4780,0
3085020,3400930850206,,POLYGYNAX CAPS VAG/6    710352,1931,2585,0
3143237,3400970000975,,POLYGYNAX VIRGO CAPS VAG/6,1748,2340,0
3179293,3400931792932,3179293.0,PROFENID 100MG SUPPO B/12,1776,2380,0
8103768,9100000807841,3000000023648.0,PROKEFEN 100MG SUPPO B/10,1093,1465,0
2263904,9100000137681,8041731.0,REUMOXICAN 20MG SUPPO B/12,3359,4505,0
8178683,2940016850863,,SEDORRHOIDE HEMORROID SUP/8 AF,1658,2220,0
3098614,3400930986141,,SPASFON SUPPO B/10,1625,2175,0
8131799,5206938000159,3000000182475.0,SPASMO-APOTEL 800/10MG SUP B/5,1997,2675,0
8170492,3574661202242,,SPASMOSYL SUPPO B/10,1334,1785,0
3319541,3400933195410,,SUPPO CRISTAL CPF AD B/10,1195,1600,0
3319624,3400933196240,,SUPPO CRISTAL CPF BB B/10,1039,1390,0
3319587,3400933195878,,SUPPO CRISTAL CPF ENF B/10,1111,1490,0
8176000,3592751842130,,TERGYNAN CP GYN B/10 AFR,2192,2940,0
3378331,3400933783310,,TERLOMEXIN 200MG CAPS GYN B/3,2706,3625,0
3230077,3400932300778,,TITANOREINE SUPPO B/12,5772,7740,0
2029284,9100009577001,2029284.0,VAGILEN 500MG OVUL/10,1538,2060,0
3112975,3400931129752,3112975.0,VISCERALGINE 20MG SUPPO B/20,1261,1690,0
3114974,3400931149743,3114974.0,VOGALENE 5MG SUPPO B/10 AFR,717,960,0
3221434,3400932214341,3221434.0,VOLTARENE 100MG SUPPO B/10,2130,2855,0
8028593,9100000296501,,WARIMAZOL 200MG CP VAG/3,1661,2225,0
8153045,9100001035241,3000000309346.0,ZALAIN 300MG OVULE B/1,2781,3730,0
2262974,9100000130261,8017371.0,ACARILBIAL SOL EXT FL/200ML,2123,2845,0
1513931,3000000649381,,ADNA BBCHE ACT MENTHE 250ML,1845,0,2
1513921,3000000649374,,ADNA BBCHE ACT ORAN/MENT 250ML,1913,0,2
1513941,3000000649398,,ADNA BBCHE PLAQU MENT/OR 250ML,1882,0,2
1513951,3000000649404,,ADNA BBCHE PLAQU MENTHE 250ML,1853,0,2
6384958,3760095250458,,AIDA CR A.TACHE 40ML,4193,0,2
3186525,3400931865254,,ALCOOL COMPRESSES B/12,2153,0,0
3431640,3400934316401,,ALCOOL ETHYL 70 MOD CPF 125ML,770,0,2
3431657,3400934316579,,ALCOOL ETHYL 70 MOD CPF 250ML,1360,0,2
8106554,9100000443821,,ALCOOL ETHYL 95°C LITRE   POLY,1959,0,2
8120169,9100000611021,,ALCOOL IODE SP 100ML,787,0,0
4184511,3400941845116,,ALCOOL 70 MOD GIL 125ML,1349,0,2
3315891,3400933158910,,ALCOOL 70 MOD GIL 250ML,1393,0,2
1490671,9100001490671,,ALCOOL 70° F/1L PET,2767,0,2
1490651,9100001490651,,ALCOOL 70° F/125ML PET,793,0,2
1490661,9100001490661,,ALCOOL 70° F/250ML PET,1327,0,2
1490681,9100001490681,,ALCOOL 90° F/1L PET,3127,0,2
1490691,9100001490691,,ALCOOL 90° F/125ML PET,847,0,2
1490701,9100001490701,,ALCOOL 90° F/250ML PET,1507,0,2
1750231,9100001750231,,ALCOOL 95° FL/1L PREPAPHARMA,2407,0,2
1749331,9100001749331,,ALCOOL70 FL/125ML PREPA PHARMA,667,0,2
1749351,9100001749351,,ALCOOL70 FL/250ML PREPA PHARMA,1207,0,2
6400261,3401364002612,,ANY SAVON PAIN 100G,3498,0,2
6083406,3760027980408,,ANY 2 CREME T/25G,8033,0,2
1817901,9100001817901,,AQUA 20 EAU THERMALE FL/100ML,12007,0,2
1524201,9100001524201,,ARGILE VERTE PDRE/ 200G RUTHER,1447,0,0
1908661,9100001908661,,AROMA ESSENT AERO INTENS 150ML,9367,0,2
1908681,9100001908681,,AROMA ESSENT BERGAMOTE 150ML,9367,0,2
1908671,9100001908671,,AROMA ESSENT LEMON LAV 150ML,9367,0,2
1524221,9100001524221,,ARTEMESIA PDRE 40G RUTHER,4327,0,0
1771461,3000000901458,,ARTRIM A.MOUST SPR F/100ML,2552,0,2
1738001,9100001738001,,ASCABIOL LIQ US EXT 125ML   IT,2781,3725,0
2852084,3401528520846,,ATODERM HLE DCHE 1L,14337,0,2
6126518,3282770204681,,AV CICALFATE+ CREME 100ML,8407,0,2
6126519,3282770204667,,AV CICALFATE+ CREME 40ML,5287,0,2
6212136,3282770207811,,AV CLEAN EAU MICEL 400ML FA,8047,0,2
6287389,3401561807768,,AV CLEAN MASQ 50ML 247225,7567,0,2
1221261,3401360088818,,AV COLD CR STICK LEVRES 4G,3307,0,2
6365487,3401363654874,,AV EAU THERM SPR/150ML,3607,0,2
6418953,3401364189535,,AV EAU THERM SPR/300ML,4567,0,2
7048524,3401370485249,7048524.0,AVENE CLEAN GEL NETT 200ML,6967,0,2
8156316,3000000277072,,AXOL PROCTO CRM APPLIC T/40ML,7075,0,2
1480541,3518646213205,,BACTIDOSE GEL HYD SS PARF 1L,5603,0,0
1455591,3518646213007,,BACTIDOSE GEL HYD SS PARF300ML,2724,0,0
1455581,3518646213014,,BACTIDOSE GEL HYD SS PARF75ML,1405,0,0
1477921,9100001477921,,BACTOL GEL 100ML,338,0,2
1283361,9100001283361,,BACTOL SAVON 200G,440,0,2
1283371,9100001283371,,BACTOL SAVON 80G,177,0,2
1922951,6973951193036,,BANDE CREPE COTON PHD 15CMX4M,966,0,0
1887841,6973951193005,,BANDE CREPE COTON PHD 5CMX4M,420,0,0
1887851,6973951193043,,BANDE CREPE COTON PHD 7CMX4M,542,0,0
8204831,9100001165451,,BANDE CREPE LABELL ETUI 4MX20,1445,0,0
1524181,9100001524181,,BAUME MENTHOL 30G RUTHER,847,0,0
1840841,9100001840841,3000001210887.0,BAUME ROYAL EXTRA FORT FL/19G,847,0,2
1840851,9100001840851,3000001210894.0,BAUME ROYAL EXTRA FORT FL/60G,1327,0,2
2565901,3401025659018,,BB TEST GROSSESSE 10UI B/20,18323,0,0
3010861,3400930108611,3010861.0,BETADINE SCRUB FL/125ML ROUGE,1086,1455,0
5523895,3400955238959,5523895.0,BETADINE SCRUB FL/500ML ROUGE,3822,5125,0
3219408,3400932194087,,BETADINE TULL 10% COMPRES B/10,9103,12205,0
3152874,3400931528746,,BETADINE 10% B BOUCHE125ML VER,1218,1630,0
3149978,3400931499787,3149978.0,BETADINE 10% DERMIQ 125ML JAUN,1326,1775,0
3010855,3400930108550,3010855.0,BETADINE 10% SOL VAG125ML BLEU,1077,1440,0
2263152,9100000147751,,BIB GRAVIS PLAST CPLT GM 240ML,3377,0,2
6601114,3167671200010,,BIB REM VR CA FR NN CIE 120001,4180,0,2
3291328,3400932913282,,BISEPTINE SOL EXT FL/100ML,1791,2400,0
4051164,3760095253022,,BOREADE CR LAV FL/200ML,9844,0,2
1746881,8720181361913,,BROSS FLUO SENS E/SPLE 15/100,2818,0,2
8109570,3094901304302,,BROSS/DENT SENSO PREC E.SPL /1,1437,0,2
9000160,9100000855381,,BROSS/DENT SENSO PREC MED /1,1398,0,2
2253372,9100000655801,,BROSS/DENT SW KID SMILY ENF/1,1088,0,2
1925651,9100001925651,,CARODERMA 500ML,650,0,2
7910722,3401079107220,,CEINT LOMBACR ACT G2 H26 T3 NR,36181,0,0
7910739,3401079107398,,CEINT LOMBACR ACT G2 H26 T4 NR,36181,0,0
1687401,4052199309163,,CHANG MOLI LADY PAD PR 3G /14,2912,0,2
1688751,9100001688751,,CHANG MOLIC MEN PAD PREM 2G/14,3545,0,2
1944391,9100001944391,,CHANTILLY KARITE FL/100 ML,7207,0,2
6253916,3111790874256,,CHEVI MALLEO LIGASTRAP T3 GRIS,21539,0,0
1885031,9100001885031,,CLARABEL LT HYD AGRUME 500ML,1267,0,2
1885041,9100001885041,,CLARABEL LT HYD GRENADE 500ML,1267,0,2
1885021,9100001885021,,CLARABEL LT HYD MAN HYBI 500ML,1267,0,2
1885011,9100001885011,,CLARABEL LT HYD VAN MIEL 500ML,1207,0,2
8169187,8023496011208,,CLIVON CR T/30ML,5519,0,2
1716041,3000001018308,,CLIVON HYG INT F/150ML,3556,0,2
8159349,3000000311813,,CLIVON HYG INT F/250ML,6855,0,2
8256667,9100000138501,8256667.0,COMPRES PUR LABELL 20X20 PQ10,253,0,0
8211966,9100000138511,,COMPRES PUR LABELL 30X30 PQ10,524,0,0
8211972,9100000138521,,COMPRES PUR LABELL 40X40 PQ10,784,0,0
8212032,9100001049201,,COMPRES PUR LABELL 40X40 PQ100,6493,0,0
8212575,9100000411931,8212575.0,COTON CODEX HYDRO LABELL 100G,960,0,0
8252793,9100000411911,8252793.0,COTON CODEX HYDRO LABELL 25G,340,0,0
8212569,9100000411921,8212569.0,COTON CODEX HYDRO LABELL 50G,451,0,0
1940461,9100001940461,,COUCHE BEBE D'AMOUR TAILLE 1-S,6607,0,2
1940471,9100001940471,,COUCHE BEBE D'AMOUR TAILLE 2-M,6607,0,2
1940481,9100001940481,,COUCHE BEBE D'AMOUR TAILLE 3-L,6607,0,2
1940491,9100001940491,,COUCHE BEBE D'AMOUR TAILLE 4XL,6607,0,2
1925761,9100001925761,,COUP DE FOUDRE CLASSIQUE 500ML,1987,0,2
1925771,9100001925771,,COUP DE FOUDRE FL/CERISE 500ML,1987,0,2
1925781,9100001925781,,COUP DE FOUDRE L'HOMME 500ML,1987,0,2
9570874,3401595708741,,CRAYON NITRATE ARGENT/1,2405,3225,0
1576251,4042809226775,,CUTICELL CLASSIC 10CMX40CM /10,7319,0,0
1707861,3573994005971,,CYTEAL SOL EXT F/500ML     AFR,4302,5765,0
1220661,3573994005964,,CYTEAL SOL EXT FL/250ML    AFR,2330,3125,0
3314526,2940012070166,,DAKIN CPF STAB 250ML UNIT  AFR,1465,1965,0
3314532,2940012070180,,DAKIN CPF STAB 500ML UNIT  AFR,2206,2955,0
4243030,3331300000887,,DELABARRE GEL GINGIVAL 20G,4579,0,2
1742611,9100001742611,,DENTIF THE BLAN LONGRICH T200G,3463,0,2
1493391,3760095253312,,DEPIWHITE ACTIVEGEL 40ML,11102,0,2
9464244,3760095250441,9464244.0,DEPIWHITE ADVANCED CR 40ML,13985,0,2
4704324,3760095250205,,DEPIWHITE CONT YEUX 15ML,8092,0,2
9464250,3760095250298,,DEPIWHITE DAY SPF20 T/40ML,10895,0,2
1091781,3760095251929,,DEPIWHITE LAIT 500ML,12929,0,2
1809301,3760095254272,,DEPIWHITE MOUSSE NETT 200ML,10086,0,2
3484085,3400934840852,,DERMOBACTER SOL FL/300ML,1675,2245,0
874571,9100000874571,,DERMOSOL SOL F/300ML        AP,1507,0,2
5112703,3518646058806,,DOLOSEPTYL BAIN BOUCHE 10X10ML,3113,0,2
1607041,3282770205626,,DU ICTYANE ECLAT LT 400ML,14167,0,2
6010206,3401360102064,,DU ICTYANE STICK LEVRE 3G,3247,0,2
6264875,3401362648751,,DU KERACNYL LOT NETT 200ML,5383,0,2
1243061,3401360173996,,DUCRAY ICTYANE LT HYD 400ML,10651,0,2
1177461,9100001177461,,DUCRAY KERACNYL GEL 200ML,6547,0,2
3246374,3400932463749,,DUOFILM SOL US LOCAL FL/15ML,10244,13735,0
9015256,3000000507872,3000000507872.0,DYNAPAR QPS 4% SOL SPR F/15ML,2215,2970,0
8169589,3000000358764,3000000358764.0,DYNAPAR QPS 4% SPR F/30ML,3950,5295,0
1095431,3401560075915,,EAU DE ROSE RECONST CPF FL/1L,5937,0,2
3559794,3400935597946,,EAU OXYGENEE 10V FL/125ML CPF,974,0,2
3316005,3400933160050,3316005.0,EAU OXYGENEE 10V GILB ET/120ML,984,0,2
3316011,3400933160111,3316011.0,EAU OXYGENEE 10V GILB ET/250ML,1345,0,2
6553007,3518646067884,,EAU OXYGENEE 20V GILB ET/250ML,2228,0,2
1885071,9100001885071,,EBENE GEL DCHE AGRUME 750ML,1633,0,2
1885081,9100001885081,,EBENE GEL DCHE GRENADE 750ML,1555,0,2
1885061,9100001885061,,EBENE GEL DCHE MANG HIBI 750ML,1633,0,2
1885051,9100001885051,,EBENE GEL DCHE VAN MIEL 750ML,1555,0,2
1611331,3577056024580,,ELGY IRRITATED GUMS 75ML EXP,3928,0,2
6043682,3577056023576,,ELGYDIUM ANTIPLAQUE 75ML,2813,0,2
7241474,3401572414740,,ELGYDIUM BLANCHEUR 75ML,3413,0,2
1584122,3577056023545,,ELGYDIUM DENT ANTIPLAQUE 100ML,3054,0,2
6103029,3577056027611,,ELGYDIUM MULTI ACTIONS 75ML,3920,0,2
1251231,3577056026591,,ELGYDIUM PROT CARIES 75ML  AFR,2843,0,2
1611341,3577056024986,,ELGYDIUM REVEL PLAK 50ML FA,3210,0,2
9016646,9100001330091,,ELLYA INTIMA SOL 100ML,2604,0,2
1690261,8718951042674,,ELMEX DENT A.CARIE 75ML,2449,0,2
1690271,8718951544239,,ELMEX DENT SENSITIVE 75ML,2449,0,2
1549651,3577056024672,,ELUDRILPRO  SOL FL/90ML EXP,1192,1595,0
3400071,3400934000713,,EMLA PATCH 5 % 1G B/1,1506,2020,0
3437192,3400934371929,,EOSINE AQ 2% CPF FL/100ML,1267,0,0
3396837,3400933968373,,EOSINE AQ 2% CPF UNID 2ML B/10,1291,1730,2
1524171,9100001524171,,EOSINE AQ 2% FL/ 100ML RUTHER,907,0,0
2005119,3401020051190,,EOSINE AQ 2% FL/125ML,2297,0,2
8107275,9100000595421,,EOSINE AQ 2% FL/60ML,1458,0,2
1323241,9100001323241,,EOSINE AQ 2% FL/60ML RAINBOW,1267,0,0
1563172,3518646127328,,EOSINE AQ 2% GIL UNIDOS 2MLX10,1232,0,2
1700251,9100001700251,,EOSINE AQ 2% PREPA PHARMA100ML,907,0,0
8214806,9100000138571,,EPICRAN LABELL 5/10 25G ORAN/1,117,0,0
8214812,9100000138581,,EPICRAN LABELL 6/10 23G BLEU/1,113,0,0
8214829,9100000138591,,EPICRAN LABELL 7/10 22G NOIR/1,116,0,0
8214835,9100000138601,,EPICRAN LABELL 8/10 21G VERT/1,117,0,0
1235791,3573994007142,,ERYFLUID LOTION 4% F/100ML AFR,3201,4290,0
1776981,9100001776981,,ETHANOL 96% BIDON 1L    BIOBEL,1807,0,2
6011489,3401360114890,,ETIAXIL A TRANS PS SPR/150ML,4243,0,2
1166311,3401360114906,,ETIAXIL DEO A.TRANS VAPO 100ML,5183,0,2
6126258,3614819997108,,ETIAXIL DETR AISSELLES PS 15ML,7952,0,2
1925691,9100001925691,,EVERY BODY ALOE VERA 500ML,700,0,2
1925671,9100001925671,,EVERY BODY COCO 500ML,700,0,2
1925701,9100001925701,,EVERY BODY GLYCERINE 500ML,700,0,2
1925711,9100001925711,,EVERY BODY 2IN1 900ML,1640,0,2
2018352,3000001202127,,EXODERIL SOL FL/10ML,1946,2605,0
3038948,3400930389485,3038948.0,EXOFENE SIL EXT TALC PDR/160G,1886,2525,0
1244691,3014260096830,,FLUOCARIL BIF145 BLANC 75ML,2359,0,2
6038312,3014260096854,,FLUOCARIL BIF145 DTSENS 75ML,2548,0,2
1328651,8001090346780,,FLUOCARIL BIF145 GENC 75ML,2375,0,2
6038307,8001090346704,,FLUOCARIL BIF145 MENTH 75ML,2352,0,2
3500861,3400935008619,,FLUOCARIL BIF250 PATE MENT 125,2887,0,2
1627801,9100001627801,,FLUOCARIL KIDS 3/6 FRAIS 50ML,1728,0,2
1572081,8710604763295,,FLUOCARIL KIDS 6-12 F.RGE 75ML,2439,0,2
1572101,8710604763301,,FLUOCARIL KIDS 6-13 B GUM 75ML,2272,0,2
1925741,9100001925741,,GAMME BAMBINO BLEU GM,8469,0,2
1925751,9100001925751,,GAMME BAMBINO BLEU PM,4263,0,2
1925721,9100001925721,,GAMME BAMBINO ROSE GM,7623,0,2
1925731,9100001925731,,GAMME BAMBINO ROSE PM,4263,0,2
1490711,9100001490711,,GEL HYDRO ALCOOLIQUE GHA 200ML,1450,0,0
1486311,9100001486311,,GEL HYDRO ALCOOLIQUE GHA 250ML,1837,0,0
1486321,9100001486321,,GEL HYDRO ALCOOLIQUE GHA 500ML,3050,0,0
1097071,9100001097071,,GEL LUB ALEX 50ML TUBE B/1 SPC,1807,0,2
1097061,9100001097061,,GEL LUBRIFIANT ALEX 4ML /4 SPC,307,0,2
6253923,3111797400595,,GENOU GENUACTION ELAST T3 GRIS,7505,0,0
6253924,3111797400601,,GENOU GENUACTION ELAST T4 GRIS,7505,0,0
9614554,3401096145540,,GENOU GENUACTION GRIS T5 .,7505,0,0
5151181,3401051511816,,GENOU LIGASTRAP G2 T3,26510,0,0
1591931,3000000816424,,GENSKIN CR SO A.AGE T/50G,8867,0,2
1591921,3000000816417,,GENSKIN SAV EXF ALOE KARI 150G,2793,0,2
1591911,3000000816400,,GENSKIN SAVON PUR CHARBON 150G,2842,0,2
1772061,3000001093817,,GENSKIN TALC PDRE /125G,3063,0,2
6253893,3111797400977,,GENU DYNASTAB T3,23671,0,0
6253894,3111797400984,,GENU DYNASTAB T4,23671,0,0
8106821,9100000484131,,GLYCERINE ALOES 125ML,950,0,2
6553065,3518646126642,,GLYCERINE GIL FL/60ML,1577,0,2
3049538,3400930495384,3049538.0,HEXOMEDINE SOL F/250ML,2410,3230,0
3049567,3400930495674,,HEXOMEDINE TRANSCUT SOL F/45ML,6532,8760,0
1535131,3518646126635,,HLE AMANDE DCE GILB 60ML,3569,0,2
7470542,3401574705426,,HLE ESS CITRONEL SPR 30ML  CPF,4757,0,2
9977989,3401599779891,,HLE FOIE MORUE COOPER 150ML,4204,0,2
3338969,3400933389697,3338969.0,HLE PARAFFINE GILB 250ML,4392,0,2
1776991,9100001776991,,HUILE CAMPHRE FL/100ML  BIOBEL,1567,0,2
1700261,9100001700261,,HUILE CAMPHRE PREPAPHARM 100ML,1447,0,0
1323261,9100001323261,,HUILE CAMPHREE RAINBOW F/1L,17407,0,0
1323251,9100001323251,,HUILE CAMPHREE RAINBOW F/100ML,1927,0,0
1524211,9100001524211,,HUILE CAMPHREE 100ML RUTHER,1567,0,0
1936691,9100001936691,,HUILE DE PALMISTE FL/100ML,637,0,2
1936681,9100001936681,,HUILE DE PALMISTE FL/250ML,925,0,2
1936671,9100001936671,,HUILE DE PALMISTE FL/500ML,1441,0,2
1777001,9100001777001,,HUILE RICIN FL/30ML     BIOBEL,787,0,2
1722761,9100001722761,3000001153795.0,HUILE SEICHAS PEPIN DE COURGE,9457,0,2
1925661,9100001925661,,HYDRAT 1000 500ML,749,0,2
1715461,4042809000733,,HYPAFIX 10MX10CM,3597,0,0
2034256,3401520342569,,INSECT ECRAN FAMILLE SPR/100ML,3581,0,2
6330951,3401563309512,3401563309512.0,INSECT ECRAN TROPIQ AER/75ML,3967,0,2
8153720,3401581537201,,INSECT ECRAN Z INFEST 100ML,4100,0,2
9573944,3401095739443,,INSTANT VIEW HCG B/1,1438,0,0
8178298,3160920965395,,INTIMY GEL FL.COTON T/70ML,2739,0,0
2295034,3160929965365,,INTIMY GEL LUBRIFIANT T/70ML,2372,0,0
8103337,3160920965760,,INTIMY GEL POMME AMOUR 200ML,2469,0,0
8277296,3000000886021,,JERSEY TUBUL ECRU 5MX15CM SM,4275,0,0
8277273,3000000865804,,JERSEY TUBULAIR 10CMX5M,3012,0,0
8120583,9100000646431,,JEVI SAVON CLAIR 250G,950,0,2
8106790,9100000484041,,JEVI SAVON GOMMANT 200G,950,0,2
6044008,3282770104882,,KL BB EAU FRAICHE PARF 500ML,8347,0,2
6043780,3282770104943,,KL BB GEL LAV DX 500ML,6835,0,2
6043672,3282770105001,,KL BB LINGETTES NETT B/70,5167,0,2
6044006,3282770104905,,KL BB LT HYD 750ML,8515,0,2
6043786,3282770104738,,KL BB SAV TOIL SURGRAS 250G,3847,0,2
6334353,3282770200034,,KLBB CREM CHA. 100ML 8L COSMOS,3751,0,2
6028214,3518646027598,,LAINO LT NUTRI DOUC MIEL 400ML,8754,0,2
6028210,3616826020794,,LAINO LT NUTRI KARITE 400ML,9180,0,2
7024794,8034113517966,7024794.0,LAINO SAV SOUFRE 150G,2220,0,2
1455421,3518646028342,,LAINO SOIN LEVRE PARF FRAIS 4G,1982,0,2
1455401,3518646028328,,LAINO SOIN LEVRE PARF GRENA 4G,1982,0,2
1940381,9100001940381,,LEBLOND GEL DOUC A-A FL/500 ML,3727,0,2
1940361,9100001940361,,LEBLOND GEL DOUC GOM FL/500 ML,3727,0,2
1940401,9100001940401,,LEBLOND HLE ANTI-VER FL/120 ML,3127,0,2
1940371,9100001940371,,LEBLOND LAIT COLLA FL/500 ML,3127,0,2
1940351,9100001940351,,LEBLOND LAIT JOJOBA FL/500 ML,3127,0,2
1940391,9100001940391,,LEBLOND LOTION TON FL/120 ML,1567,0,2
8115843,3000000143049,3000000143049.0,LEVO TEST GROSSESSE,1185,0,0
9243712,3111792437121,,LIGAFLEX POIGNET REF 2437 T2,14797,0,0
6024910,3401060249106,,LIGAFLEX SANGLE CLAVI TU NOI,10416,0,0
1682331,3000000898796,,LITACOLD ISO BB SPR NAS /50ML,2393,0,2
2262336,9100005339021,8265011.0,LOTION FLORALE FACIALE 125ML,3307,0,0
2262342,9100005339001,2295212.0,LOTION FLORALE FACIALE 50ML,1987,0,0
6067519,3337872418815,,LRP LIPI G.LAV 750ML,10447,0,2
6021801,3337875552127,,LRP LIPI LT AP 400ML,12607,0,2
7797088,3433422404533,,LRP LIPI SURGR SAV SOLID  150G,3319,0,2
8731401,9100001573541,,MASCULAN GEL LUBRI APPLE 75ML,3443,0,0
8731447,9100001575521,,MASCULAN GEL LUBRI SILK 75ML,3197,0,0
8731499,9100001575551,,MASCULAN GEL LUBRI STRAWB 75ML,3279,0,0
8731418,9100001573491,,MASCULAN GEL LUBRI VELVET 50ML,2031,0,0
8731482,9100001575541,,MASCULAN GEL LUBRI VELVET5X3ML,981,0,0
8731460,9100001575531,,MASCULAN GEL LUBRI WARMG 75ML,3666,0,0
8417426,4019042000080,,MASCULAN PRESERV ANATOM T4 X3,658,0,0
8437274,9100001575511,,MASCULAN PRESERV DOUBL PROT X3,880,0,0
8731513,9100001573561,,MASCULAN PRESERV FRUTTI X3,737,0,0
8417455,4019042000936,,MASCULAN PRESERV GOLD X3,983,0,0
8417515,9100001575501,,MASCULAN PRESERV LONG PLEA X3,813,0,0
8417395,4019042000073,,MASCULAN PRESERV PERLE NERVX3,726,0,0
8417372,4019042000066,,MASCULAN PRESERV PERLE T2 X3,658,0,0
8417478,4019042000639,,MASCULAN PRESERV PUR X3,797,0,0
8417449,4019042000356,,MASCULAN PRESERV XXL X3,713,0,0
2299629,3548960030011,,MEGA PENIS CREME T/75ML,7475,0,2
8157913,3401181579137,3160920502316.0,MERCUROCHRO PANS CORRICID/12,2132,0,0
8157942,3518681007951,3160920501104.0,MERCUROCHRO PANS ECO B/20,597,0,0
3024331,3400930243312,,MINOXIDIL 2% CPF 60ML FLP /3,12169,16320,0
3024329,3400930243299,,MINOXIDIL 5% CPF 60ML FLP /3,15248,20445,0
8120695,9100000665371,,MOBY EAU COLO EXT CALEN BL 300,982,0,2
754741,9100000754741,,MOBY EAU COLO EXT CALEN RO 300,982,0,2
8120749,9100000665411,,MOBY HUIL AMAND DOUCE BL 125,982,0,2
8121097,9100000768161,,MOBY LT TOIL PED CAL 300ML BL,831,0,2
8120666,9100000665341,,MOBY LT TOIL PED CAL 300ML RO,890,0,2
8121105,9100000768171,,MOBY LT TOIL PED CAL 750ML BL,1854,0,2
8120643,9100000665331,,MOBY LT TOIL PED CAL 750ML RO,1854,0,2
8120703,9100000665381,,MOBY TALC EXTR CALEN BL 250G,982,0,2
754791,9100000754791,,MOBY TALC EXTR CALEN RO 250G,982,0,2
1718411,3518646041037,,MOUSTIDOSE CR SOIN CALMANT40ML,2523,0,2
6044235,3518646042799,,MOUSTIDOSE ESS CIT VAPO 30ML,3693,0,2
1719961,3518646041075,,MOUSTIDOSE SPR REPUL VEG 100ML,5812,0,2
1718391,3518646040993,,MOUSTIDOSE SPR Z.INF 100ML,4727,0,2
1718401,3518646041655,,MOUSTIDOSE SPR Z.TRES INF100ML,4840,0,2
2267658,3990000014701,3990000014701.0,MYCODERME 1% PDR FL/30G,2222,2980,0
1220401,3573994007111,,MYCOSTER 1% PDR F/30G      AFR,2826,3790,0
1220411,3573994007104,,MYCOSTER 1% SOL F/30ML     AFR,2585,3465,0
1242261,3592619017625,,MYCOSTER 8% SOL 3ML+PINC   AFR,8673,11630,0
1347461,3760269770386,,NEOTONE BODY LT NOUR INT 100ML,10679,0,2
1290261,3760269770010,,NEOTONE GEL 150ML,5557,0,2
1347441,3760269770362,,NEOTONE SER FL/30ML,9958,0,2
6037832,3273816860077,,NEUTRADERM RELIPID+BAUM 400ML,11672,0,2
7385598,3401373855988,,NOBACTER MOUSSE A RASER /150ML,8052,0,2
7385612,4005800636813,,NOBACTER SAVON PAIN 100G,3159,0,2
1809311,9100001809311,,NOVOPHANE LOT CHRONIQUE 100ML,14005,0,2
4704301,3760095250182,,NOVOPHANE SHP DS 125ML,9404,0,2
8122530,9100000903871,,NUTRICREM LAIT HYD 500ML,5894,0,2
1112861,9100001112861,,NUTRICREM SAVON SURGRAS 200G,1640,0,2
4242148,3094904242144,,PARODONTAX BAIN BOUCHE 500ML,4310,0,2
6005300,3094904500893,,PARODONTAX BLANCHEUR 75ML,3708,0,2
6337686,3094904501166,,PARODONTAX FRAICH INT 75ML,3668,0,2
8146068,3094907248952,,PARODONTAX PATE T/75ML,3722,0,2
7614981,3094907614986,,PARODONTAX PROTECT FLUOR 75ML,1575,0,2
6133009,8710604763363,,PAROGENCYL PREVENTION 75ML,2603,0,2
7384966,8720181397233,,PAROGENCYL SOIN INT GENCIV75ML,2629,0,2
6579538,3401365795384,,PATE GINGIV SPECIA T/100ML,4290,0,2
8121163,9100000791901,,PEDIADERM CREME CHANGE 100ML,1898,0,2
8121186,9100000791911,,PEDIADERM EAU COLOGNE 500ML,4108,0,2
8121140,9100000791881,,PEDIADERM EAU MICELL 500ML,3680,0,2
8121134,9100000791871,,PEDIADERM GEL DOUCE 2EN1 750ML,5114,0,2
8121128,9100000791861,,PEDIADERM LT HYDRA 750ML,7856,0,2
8121157,9100000791891,,PEDIADERM SAVON SURGRAS 200G,1668,0,2
3202253,3400932022533,,PEVARYL 1% EMULS FLUID FL/30ML,3084,4135,0
3342362,3400933423629,,PEVARYL 1% PDRE FL PDREUR/30G,3688,4945,0
3357694,3400933576943,,PEVARYL 1% SOL EXT F PULV/30G,3452,4630,0
2297553,9100000445691,,PHYTORAL SHP 2% 100ML,3786,0,2
1454561,3401596695491,,POUXIT XF 100ML,7621,0,2
2263270,3454421000045,,PRESERV DOMINO FRAISE B/6,829,0,0
2263287,3760091860002,,PRESERV DOMINO MENTHE B/6,827,0,0
2263293,3454421000014,,PRESERV DOMINO NATURE B/6,829,0,0
2263301,3454421000038,,PRESERV DOMINO VANIL B/6,828,0,0
1256561,9100001256561,,PRESERV EXURE EXT.FUN B/3,367,0,0
1256551,9100001256551,,PRESERV EXURE EXT.SENSATION/3,367,0,0
1350641,3760091860088,,PRESERV GAGNANT FRA B/3,370,0,0
1350651,3760091860071,,PRESERV GAGNANT MENT B/3,368,0,0
